Make,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Model
Dodge,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intrepid
Dodge,0.0,0.0,0.0,47097.0,53826.0,48577.0,55155.0,79563.0,83933,93572.0,108085.0,106759.0,89470.0,94096.0,74687.0,40341.0,14034.0,Journey
Dodge,52487.0,40095.0,30256.0,6912.0,113.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Magnum
Dodge,113332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neon
Dodge,0.0,16990.0,74825.0,36368.0,17443.0,22618.0,24434.0,3269.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nitro
Dodge,400543.0,364177.0,358295.0,245840.0,177268.0,199652.0,244762.0,293363.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ram
Dodge,99648.0,51393.0,1478.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stratus
Dodge,1652.0,1455.0,435.0,1172.0,482.0,392.0,197.0,20.0,591,760.0,690.0,630.0,585.0,0.0,0.0,6.0,6.0,Viper
Fiat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2475.0,4478.0,3515.0,2646.0,1711.0,955.0,124 Spider
Fiat,0.0,0.0,0.0,0.0,0.0,0.0,19769.0,43772.0,35834,33708.0,23980.0,15437.0,12685.0,5370.0,3267.0,674.0,51.0,500
Fiat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7402,12413.0,7585.0,3118.0,1664.0,1413.0,772.0,475.0,188.0,500L
Fiat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11357.0,11712.0,7665.0,5223.0,2519.0,1444.0,1180.0,500X
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35023.0,Bronco
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5120.0,108169.0,Bronco Sport
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13309.0,35210,27595.0,21768.0,19834.0,18390.0,0.0,0.0,0.0,0.0,C-Max
Ford,63939.0,62976.0,60901.0,48557.0,33255.0,33722.0,46725.0,4429.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crown Victoria
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54348.0,60599.0,60544.0,40659.0,EcoSport
Ford,1302.0,2201.0,130125.0,110798.0,88548.0,118637.0,121702.0,127969.0,129109,108864.0,124120.0,134588.0,142603.0,134122.0,138514.0,108886.0,85225.0,Edge
Ford,165122.0,157395.0,165596.0,156544.0,173044.0,191026.0,254293.0,261008.0,295993,306212.0,306492.0,307069.0,308296.0,272228.0,241387.0,178495.0,145415.0,Escape
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125356,103263.0,50788.0,54245.0,53304.0,47936.0,45063.0,37001.0,37122.0,E-Series
Ford,16283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excursion
Ford,114137.0,87203.0,90287.0,55123.0,31655.0,37336.0,40499.0,38062.0,38350,44632.0,41443.0,59835.0,51883.0,54661.0,86423.0,77838.0,81988.0,Expedition
Ford,239788.0,179229.0,137817.0,78439.0,52190.0,60687.0,135704.0,158344.0,178311,189339.0,224309.0,216294.0,271131.0,261571.0,187061.0,226215.0,219871.0,Explorer
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5863.0,14086,20655.0,24942.0,32213.0,0.0,0.0,0.0,0.0,0.0,Explorer Police Interceptor
Ford,0.0,0.0,0.0,0.0,0.0,23273.0,68574.0,56775.0,71073,63192.0,64458.0,48807.0,46249.0,51730.0,60148.0,3354.0,0.0,Fiesta
Ford,107932.0,84218.0,35146.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Five Hundred
Ford,0.0,0.0,0.0,14457.0,38717.0,34227.0,27428.0,28224.0,25953,23822.0,19570.0,22668.0,22389.0,20308.0,24485.0,4849.0,0.0,Flex
Ford,184825.0,177006.0,173213.0,195823.0,160433.0,172421.0,175717.0,245922.0,234570,219634.0,202478.0,168789.0,158385.0,0.0,0.0,0.0,0.0,Focus
Ford,77585.0,50125.0,2390.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freestar
Ford,76739.0,58602.0,23765.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freestyle
Ford,901463.0,796039.0,690589.0,515513.0,413625.0,528349.0,584917.0,645316.0,763402,753851.0,780354.0,820799.0,896764.0,909330.0,896526.0,787372.0,726003.0,F-Series
Ford,16983.0,142502.0,149552.0,147569.0,180671.0,219219.0,248067.0,241263.0,295280,306860.0,300170.0,265840.0,209623.0,173600.0,166045.0,110665.0,11781.0,Fusion
Ford,1302.0,1919.0,231.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,89.0,126.0,698.0,125.0,143.0,GT
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13258.0,Maverick
Ford,160975.0,166530.0,134626.0,91251.0,66623.0,73716.0,70438.0,82995.0,77186,82635.0,122349.0,105932.0,81866.0,75842.0,72489.0,61090.0,52384.0,Mustang
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27140.0,Mustang Mach E
Ford,120958.0,92420.0,72711.0,65872.0,55600.0,55364.0,70832.0,19366.0,0,0.0,0.0,0.0,0.0,0.0,83571.0,101485.0,94755.0,Ranger
Ford,196919.0,174803.0,33032.0,52667.0,45617.0,68859.0,63526.0,66066.0,69063,52395.0,39051.0,34626.0,41236.0,40341.0,13423.0,0.0,0.0,Taurus
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8309.0,10897,10234.0,9765.0,9472.0,0.0,0.0,0.0,0.0,0.0,Taurus Police Interceptor
Ford,0.0,0.0,18345.0,23112.0,6106.0,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taurus X
Ford,9548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thunderbird
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20448.0,117577.0,143244.0,127360.0,137794.0,153867.0,131557.0,99745.0,Transit
Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39703,43210.0,52221.0,43232.0,34473.0,31923.0,41597.0,34596.0,26112.0,Transit Connect
GMC,0.0,480.0,72765.0,66440.0,53820.0,68295.0,79288.0,78280.0,89793,83972.0,96393.0,88466.0,111276.0,88622.0,99430.0,72538.0,59913.0,Acadia
GMC,34845.0,23979.0,20888.0,14974.0,10107.0,7992.0,9590.0,8735.0,929,3070.0,30077.0,37449.0,32106.0,33493.0,32826.0,25191.0,24125.0,Canyon
GMC,107862.0,74452.0,48586.0,23876.0,4857.0,84.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Envoy
GMC,3436.0,56.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Safari
GMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16705,26641.0,21992.0,20607.0,29679.0,19685.0,24227.0,15108.0,36008.0,Savana
GMC,229488.0,210736.0,208243.0,168544.0,111842.0,129794.0,149170.0,157185.0,184389,211833.0,224139.0,221680.0,217943.0,219554.0,232325.0,253014.0,248923.0,Sierra
GMC,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sonoma
GMC,0.0,0.0,0.0,0.0,14033.0,60519.0,83179.0,97786.0,99525,105016.0,112030.0,87925.0,85441.0,114311.0,101470.0,86020.0,47488.0,Terrain
GMC,10303.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrent
GMC,73458.0,71476.0,63428.0,39064.0,29411.0,28781.0,34250.0,27818.0,28302,41569.0,42732.0,53447.0,49183.0,74678.0,74672.0,63442.0,84243.0,Yukon
GMC,53652.0,45413.0,45303.0,26404.0,16819.0,23797.0,25223.0,23427.0,31258,29752.0,31334.0,37054.0,35059.0,0.0,0.0,0.0,0.0,Yukon XL
Honda,369293.0,354441.0,392231.0,372789.0,290056.0,311381.0,235625.0,331872.0,366678,388374.0,355557.0,345225.0,322655.0,291071.0,267567.0,199458.0,202676.0,Accord
Honda,308415.0,316638.0,331095.0,339289.0,259722.0,260218.0,216532.0,310753.0,336180,325981.0,335384.0,366927.0,377286.0,325760.0,325650.0,261225.0,263787.0,Civic
Honda,0.0,0.0,0.0,0.0,0.0,0.0,4703.0,7156.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Civic Hybrid
Honda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2455.0,20174.0,11654.0,3664.0,2597.0,Clarity FCV
Honda,0.0,0.0,0.0,0.0,0.0,0.0,17974.0,20848.0,16847,11802.0,9104.0,726.0,5.0,0.0,0.0,0.0,0.0,Crosstour
Honda,150219.0,170028.0,219160.0,197279.0,191214.0,203714.0,218373.0,281652.0,303904,335019.0,345647.0,357335.0,377895.0,379021.0,384168.0,323502.0,361271.0,CR-V
Honda,0.0,0.0,0.0,0.0,0.0,5249.0,11330.0,4192.0,4550,3562.0,3073.0,2338.0,705.0,0.0,0.0,552.0,0.0,CR-Z
Honda,56262.0,51829.0,35218.0,26447.0,14884.0,14247.0,11534.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Element
Honda,6.0,6.0,10.0,11.0,5.0,17.0,2.0,5.0,10,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,FCX
Honda,0.0,27934.0,56432.0,79794.0,67315.0,54354.0,59235.0,49253.0,53513,59340.0,52724.0,56630.0,49454.0,35030.0,35414.0,32488.0,8695.0,Fit
Honda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fit EV
Honda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,41969.0,82041.0,94034.0,85494.0,99104.0,84027.0,137090.0,HR-V
Honda,666.0,722.0,3.0,0.0,20572.0,20962.0,15549.0,5846.0,4802,3965.0,1458.0,67.0,3.0,12513.0,23686.0,15932.0,18685.0,Insight
Honda,174275.0,177919.0,173046.0,135493.0,100133.0,108182.0,107068.0,125980.0,128987,122738.0,127736.0,120846.0,100307.0,106327.0,99113.0,83409.0,76125.0,Odyssey
Honda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36285.0,39567.0,53133.0,Passport
Honda,143353.0,152154.0,117146.0,96746.0,83901.0,102323.0,116297.0,114848.0,126678,108857.0,136212.0,120772.0,127279.0,159615.0,135008.0,123813.0,143062.0,Pilot
Honda,42593.0,50193.0,42795.0,33875.0,16474.0,16142.0,9759.0,14068.0,17723,13389.0,520.0,23667.0,34749.0,30592.0,33334.0,32168.0,41355.0,Ridgeline
Honda,7780.0,6271.0,4302.0,2538.0,795.0,85.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S2000
AM General,374.0,365.0,125.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hummer
AM General,23213.0,17107.0,12431.0,6095.0,1513.0,151.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hummer
AM General,33140.0,54052.0,43430.0,21373.0,7533.0,3661.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hummer
Hyundai,41012.0,34735.0,36055.0,50431.0,68086.0,51975.0,55601.0,61004.0,60458,63309.0,61486.0,79766.0,58955.0,29090.0,25628.0,15975.0,18868.0,Accent
Hyundai,17645.0,26833.0,21948.0,14461.0,3808.0,3051.0,1524.0,8431.0,11221,7232.0,5539.0,4942.0,3060.0,0.0,0.0,0.0,0.0,Azera
Hyundai,116336.0,98853.0,85724.0,94720.0,103269.0,132246.0,186361.0,202034.0,247912,222023.0,241706.0,208319.0,198210.0,200415.0,175094.0,105475.0,127360.0,Elantra
Hyundai,0.0,12206.0,17155.0,8470.0,3433.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Entourage
Hyundai,0.0,0.0,0.0,0.0,0.0,196.0,3193.0,3972.0,3578,3415.0,2332.0,1361.0,20.0,0.0,0.0,0.0,0.0,Equus
Hyundai,0.0,0.0,0.0,6167.0,21889.0,29122.0,32998.0,33973.0,32330,29992.0,31374.0,23230.0,1152.0,0.0,0.0,0.0,0.0,Genesis
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11197.0,15076.0,19574.0,13570.0,19175.0,Ioniq
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,Ioniq 5
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47090.0,73326.0,76253.0,89607.0,Kona
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,267.0,208.0,421.0,Nexo
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28736.0,81905.0,86282.0,Palisade
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9634.0,Santa Cruz
Hyundai,68006.0,63931.0,92421.0,70994.0,80343.0,76680.0,74391.0,71016.0,88844,107906.0,118134.0,131257.0,133171.0,117038.0,127373.0,101513.0,112705.0,Santa Fe
Hyundai,130365.0,149513.0,145568.0,117357.0,120028.0,196623.0,225961.0,230605.0,203648,216936.0,213303.0,199416.0,131803.0,105118.0,87466.0,76997.0,83434.0,Sonata
Hyundai,20600.0,17382.0,14073.0,9111.0,8587.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15744.0,Tiburon
Hyundai,61048.0,52067.0,41476.0,19027.0,15411.0,39594.0,47232.0,48878.0,41906,47306.0,63591.0,89713.0,114735.0,153792.0,137381.0,123657.0,140721.0,Tucson
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,9284.0,34862.0,30711,27598.0,24245.0,30053.0,12658.0,10871.0,12849.0,6785.0,1942.0,Veloster
Hyundai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1077.0,17587.0,20669.0,Venue
Hyundai,0.0,0.0,12589.0,11004.0,10210.0,8741.0,9146.0,8232.0,175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Veracruz
Infiniti,0.0,0.0,0.0,0.0,0.0,8312.0,6030.0,3495.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EX
Infiniti,0.0,0.0,305.0,12873.0,7950.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EX35
Infiniti,26786.0,22653.0,20724.0,12660.0,11024.0,10420.0,9939.0,10424.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FX
Infiniti,68728.0,60741.0,71809.0,64181.0,47174.0,58143.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,14487.0,13016.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G Coupe/Convertible
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,43759.0,46828.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G Sedan
Infiniti,1044.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I35
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21674.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JX35
Infiniti,24000.0,25658.0,21884.0,15618.0,8501.0,14618.0,10818.0,9130.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8605.0,59.0,0.0,0.0,0.0,0.0,0.0,Q40
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30256,15590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q40/G Sedan
Infiniti,1129.0,393.0,23.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q45
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17816,36899.0,43874.0,44007.0,40739.0,34763.0,25987.0,16533.0,13894.0,Q50
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9806,7740.0,3949.0,3970.0,10751.0,8405.0,5043.0,2793.0,2729.0,Q60
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5283,5034.0,8449.0,5872.0,5772.0,4479.0,2552.0,139.0,0.0,Q70
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2259.0,14093.0,8101.0,3229.0,149.0,0.0,QX30
Infiniti,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX4
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164,2727.0,5468.0,16973.0,16857.0,25389.0,18616.0,20885.0,19196.0,QX50
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333.0,QX55
Infiniti,14711.0,11694.0,12288.0,7657.0,6440.0,11918.0,13428.0,15310.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX56
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31602,31192.0,41770.0,42120.0,40444.0,47370.0,43162.0,22879.0,5830.0,QX60
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6380,5213.0,5737.0,6261.0,6878.0,0.0,0.0,0.0,0.0,QX70
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15646.0,16772.0,17881.0,19207.0,19113.0,16125.0,12573.0,QX80
Infiniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13148,12935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QX80/QX56
Isuzu,7585.0,4857.0,2948.0,1756.0,68.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ascender
Isuzu,1319.0,124.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Axiom
Isuzu,889.0,3497.0,4138.0,2998.0,97.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i-280/i-350
Isuzu,2373.0,129.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodeo
Isuzu,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodeo Sport
Isuzu,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trooper
Jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5985.0,4782.0,3696.0,2904.0,E-Pace
Jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10016.0,18946.0,12997.0,15491.0,10891.0,9237.0,F-Pace
Jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250,4112.0,4629.0,4069.0,4108.0,2268.0,2279.0,1701.0,2112.0,F-Type
Jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,393.0,2594.0,1946.0,1415.0,I-Pace
Jaguar,8897.0,5875.0,3524.0,904.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S-Type
Jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6656.0,9278.0,4704.0,3551.0,1686.0,270.0,XE
Jaguar,0.0,0.0,0.0,8578.0,8487.0,6925.0,5303.0,5526.0,7922,5880.0,5933.0,6665.0,4541.0,2208.0,1236.0,748.0,1183.0,XF
Jaguar,8304.0,5027.0,4474.0,2452.0,1161.0,4278.0,5235.0,4852.0,5434,4329.0,3611.0,3834.0,2721.0,0.0,0.0,1118.0,28.0,XJ
Jaguar,2282.0,4567.0,4487.0,3581.0,2274.0,2137.0,1738.0,1633.0,1346,1452.0,293.0,3.0,0.0,0.0,0.0,0.0,0.0,XK
Jaguar,10941.0,5214.0,3198.0,431.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X-Type
Jeep / Kaiser-Jeep / Willys- Jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25786,178508.0,220744.0,199736.0,169882.0,239437.0,191397.0,135854.0,89126.0,Cherokee
Jeep / Kaiser-Jeep / Willys- Jeep,17048.0,88497.0,63027.0,27694.0,12655.0,8115.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Commander
Jeep / Kaiser-Jeep / Willys- Jeep,0.0,18579.0,39491.0,25349.0,11739.0,15894.0,47709.0,40235.0,52993,61264.0,71448.0,94061.0,83253.0,171167.0,143933.0,107968.0,75642.0,Compass
Jeep / Kaiser-Jeep / Willys- Jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40038.0,77541.0,89712.0,Gladiator
Jeep / Kaiser-Jeep / Willys- Jeep,213584.0,139148.0,120937.0,73678.0,50328.0,84635.0,127744.0,154734.0,174275,183786.0,196312.0,212273.0,240696.0,224908.0,242969.0,209786.0,254445.0,Grand Cherokee
Jeep / Kaiser-Jeep / Willys- Jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2676.0,Grand Wagoneer
Jeep / Kaiser-Jeep / Willys- Jeep,166883.0,133557.0,92105.0,66911.0,43503.0,49564.0,66684.0,75483.0,6101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liberty
Jeep / Kaiser-Jeep / Willys- Jeep,0.0,0.0,40434.0,55654.0,31432.0,38620.0,54647.0,62010.0,75797,93462.0,121274.0,121926.0,10735.0,621.0,27.0,0.0,15.0,Patriot
Jeep / Kaiser-Jeep / Willys- Jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,60864.0,106606.0,103434.0,97062.0,76886.0,62847.0,47138.0,Renegade
Jeep / Kaiser-Jeep / Willys- Jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5349.0,Wagoneer
Jeep / Kaiser-Jeep / Willys- Jeep,79017.0,80271.0,119243.0,84615.0,82044.0,94310.0,122460.0,141669.0,155502,175328.0,202266.0,191774.0,190522.0,240032.0,228042.0,201310.0,204610.0,Wrangler
KIA,18668.0,9594.0,5522.0,3614.0,3704.0,281.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amanti
KIA,0.0,0.0,0.0,1869.0,10530.0,9835.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Borrego
KIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8626,9267.0,7343.0,4738.0,7249.0,4507.0,1577.0,1265.0,249.0,Cadenza
KIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,Carnival
KIA,0.0,0.0,0.0,0.0,26328.0,68500.0,76295.0,75681.0,66146,69336.0,78919.0,103292.0,117596.0,101890.0,95683.0,84997.0,113051.0,Forte
KIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31656.0,77195.0,K5
KIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1330.0,2524.0,834.0,455.0,354.0,392.0,305.0,85.0,K900
KIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27237.0,28232.0,24421.0,17434.0,26192.0,Niro
KIA,41349.0,38408.0,40901.0,44904.0,37527.0,27382.0,84590.0,152399.0,155893,159020.0,159414.0,124203.0,107493.0,101603.0,96050.0,48484.0,16.0,Optima
KIA,30290.0,28388.0,33370.0,36532.0,34666.0,24619.0,20111.0,40275.0,40742,35933.0,23742.0,28700.0,16760.0,22975.0,24509.0,23927.0,31362.0,Rio
