Make_Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Model_Name,Model_ID,Make_ID
Acura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CL,37,54
Acura,0,0,0,0,0,0,0,11279,20430,17854,18531,14597,11757,11273,14685,13414,13900,ILX,41,54
Acura,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,ILX Hybrid,-1,54
Acura,57948,54121,58606,45377,31178,47210,43271,50854,53040,65603,58208,55495,54886,51512,52019,47816,60057,MDX,421,54
Acura,206,58,2,0,0,0,0,0,0,0,0,269,581,170,238,128,124,NSX,43,54
Acura,0,9164,23356,15845,10153,14975,15196,29520,44750,44865,51026,52361,51295,63580,62876,52785,57013,RDX,402,54
Acura,17572,11501,6262,4517,2043,2037,1096,379,0,0,0,0,0,0,0,0,0,RL,-1,54
Acura,0,0,0,0,0,0,0,0,0,0,2195,1478,1237,1931,1019,1054,214,RLX,-1,54
Acura,0,0,0,0,0,0,0,0,5053,3413,0,0,0,0,0,0,0,RL/RXL,36,54
Acura,20809,16996,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSX,38,54
Acura,78218,71348,58545,46766,33620,34049,31237,33572,24318,10616,88,0,0,0,0,0,0,TL,35,54
Acura,0,0,0,0,0,0,0,0,0,19127,47080,37156,34846,30468,26548,21785,26100,TLX,44,54
Acura,34856,38035,33037,31998,28650,32076,0,0,0,0,35,4,0,0,0,0,0,TSX,39,54
Acura,0,0,0,0,0,0,27725,24631,15508,5647,0,0,0,0,0,0,0,TSX Sedan,-1,54
Acura,0,0,0,0,0,0,3210,4234,1976,640,0,0,0,0,0,0,0,TSX Sport Wagon,-1,54
Acura,0,0,0,0,79,3259,1564,775,361,78,2,0,0,0,0,0,0,ZDX,-1,54
Alfa Romeo,0,0,0,0,0,0,0,0,0,91,659,480,407,238,145,99,78,4C,36,31
Alfa Romeo,0,0,0,0,0,0,0,0,0,0,0,36,8903,11519,8705,8204,7635,Giulia,37,31
Alfa Romeo,0,0,0,0,0,0,0,0,0,0,0,0,2721,12043,9444,10282,10539,Stelvio,422,31
Audi,5389,8040,6353,4759,3874,6558,6561,7205,857,22250,35984,31538,20733,18305,10418,9938,2387,A3,48,32
Audi,0,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,0,0,A3 e-tron,-1,32
Audi,48922,49862,45411,43343,37070,34672,0,0,0,0,0,0,37674,34311,26435,18342,16263,A4,43,32
Audi,0,0,0,0,0,0,0,3115,5386,4686,2818,2300,0,0,0,0,0,A4 Allroad,-1,32
Audi,0,0,0,0,0,0,3505,1252,0,0,0,0,0,0,0,0,0,A4 Avant,-1,32
Audi,0,0,0,0,0,0,31729,34163,0,0,29013,34687,0,0,0,0,0,A4 Sedan,-1,32
Audi,0,0,0,0,0,0,0,0,36744,33993,0,0,0,0,0,0,0,A4 Sedan/Avant,-1,32
Audi,0,0,625,6282,9800,16379,15385,17270,18664,16620,12934,8354,21301,25972,23023,18827,17128,A5,49,32
Audi,20503,16219,12001,11956,6786,8675,11124,18998,22428,23941,22850,18686,16304,10561,17807,10536,9543,A6,42,32
Audi,0,0,0,0,0,0,6270,8598,8483,8133,7721,6558,4810,3852,4955,2859,3080,A7,51,32
Audi,5430,5038,3826,2825,1463,1521,5700,6002,6300,5904,4990,4149,3127,1599,2963,2375,2068,A8,44,32
Audi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5369,7202,8278,eTron,406,32
Audi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,e-Tron GT,-1,32
Audi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,e-Tron Sportback,-1,32
Audi,0,0,0,0,0,0,0,0,0,3654,13229,20048,20633,16828,14822,27252,34464,Q3,405,32
Audi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Q4 e-tron,-1,32
Audi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Q4 e-tron Sportback,-1,32
Audi,0,0,0,0,13790,23518,24908,28671,40355,42420,52006,49550,57640,69978,67516,50435,60299,Q5,402,32
Audi,0,10003,20695,13209,7299,7976,8998,11008,15978,18517,18995,30563,38346,37417,34649,25372,25363,Q7,422,32
Audi,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,14256,12072,12539,Q8,421,32
Audi,0,0,240,900,699,799,1145,802,813,735,495,736,772,927,574,583,648,R8,50,32
Audi,2822,954,4355,4486,1935,1531,2236,2226,2053,1158,1167,3044,2294,1289,1324,832,987,TT,45,32
BMW,0,0,0,12018,11182,13132,8832,7689,0,0,0,0,0,0,0,0,0,1-Series,43,34
BMW,0,0,0,0,0,0,0,0,7220,7345,0,0,0,0,0,0,0,1-Series & 2-Series,-1,34
BMW,0,0,0,0,0,0,0,0,0,0,13020,15519,11737,9208,8015,13209,15684,2-Series,48,34
BMW,106950,120180,142490,112464,90960,100910,94371,99602,0,0,94540,70458,59449,44578,47827,39290,49458,3-Series,34,34
BMW,0,0,0,0,0,0,0,0,119521,142232,0,0,0,0,0,0,0,3-Series & 4-Series,-1,34
BMW,0,0,0,0,0,0,0,0,0,0,46069,35763,39634,31379,18621,12357,22938,4-Series,47,34
BMW,52722,56756,54142,45915,40109,39488,51491,56798,56863,52704,44162,32408,40658,43937,38709,25515,24523,5-Series,35,34
BMW,9934,9326,9033,6533,3549,2418,3903,8208,9762,8647,8146,3947,3355,3762,1139,1960,56,6-Series,36,34
BMW,18165,17796,14773,12276,9254,12253,11299,11098,10932,9744,9292,12918,9276,8271,8823,5985,7705,7-Series,37,34
BMW,0,0,0,0,0,0,0,0,0,0,0,0,0,223,4410,7714,7763,8-Series,38,34
BMW,0,0,0,0,0,0,0,0,0,6092,11024,7625,6276,6120,4853,1502,1476,i3,45,34
BMW,0,0,0,0,0,0,0,0,0,555,2265,1594,488,772,1102,192,21,i8,46,34
BMW,0,0,0,0,0,0,0,8947,26512,22808,14420,27812,30826,29057,17815,14368,18255,X1,403,34
BMW,0,0,0,0,0,0,0,0,0,0,0,0,0,16154,11293,7368,6563,X2,405,34
BMW,30769,31291,28058,17622,6067,6075,27793,35173,30623,33824,31924,44196,40691,61351,70110,59777,75858,X3,402,34
BMW,0,0,0,0,0,0,0,0,0,2709,6429,4989,5198,4323,8758,7662,10622,X4,49,34
BMW,37598,26798,35202,31858,27071,35776,40547,44445,39818,47031,54997,47641,50815,45013,54595,50513,60724,X5,421,34
BMW,0,0,0,4548,4787,6257,6192,6749,5549,3896,7906,7117,6780,6862,4240,7291,9590,X6,404,34
BMW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21574,23230,23046,X7,422,34
BMW,10045,12285,10097,5879,3523,3804,3479,2751,2480,2151,1829,1187,502,4,2941,2364,2412,Z4,42,34
BMW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Z8,40,34
Buick / Opel,0,0,0,0,0,0,0,0,0,0,0,7153,5595,4628,2535,12,0,Cascada,26,18
Buick / Opel,6504,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Century,7,18
Buick / Opel,0,0,29286,44706,43150,55426,58392,56703,60534,62300,62081,52028,48564,49648,51156,38479,42340,Enclave,421,18
Buick / Opel,0,0,0,0,0,0,0,0,31956,48892,67549,78565,88035,93071,102401,44353,20438,Encore,404,18
Buick / Opel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42240,72401,Encore GX,-1,18
Buick / Opel,0,0,0,0,0,0,0,0,0,0,0,14193,41040,30153,33230,34943,47173,Envision,405,18
Buick / Opel,92669,71072,47747,36873,27818,61178,58474,57076,48798,51468,42035,27582,20161,15527,7241,229,9,LaCrosse,22,18
Buick / Opel,75369,2313,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LeSabre,2,18
Buick / Opel,8821,96515,82923,54930,31292,26459,20358,971,9,0,0,0,0,0,0,0,0,Lucerne,23,18
Buick / Opel,2175,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park Avenue,-1,18
Buick / Opel,15271,12691,4819,117,4,0,0,0,0,0,0,0,0,0,0,0,0,Rainier,402,18
Buick / Opel,602,0,0,0,0,12326,40144,24616,18685,22560,19504,19833,11559,14117,10363,2493,19,Regal,19,18
Buick / Opel,0,0,0,163,12,0,0,0,0,0,0,0,0,0,0,0,0,Relay,-1,18
Buick / Opel,60589,45954,15295,27,9,0,0,0,0,0,0,0,0,0,0,0,0,Rendezvous,-1,18
Buick / Opel,20288,11948,5569,544,33,0,0,0,0,0,0,0,0,0,0,0,0,Terraza,441,18
Buick / Opel,0,0,0,0,0,0,265,41042,45527,43743,31886,30277,4277,0,0,0,0,Verano,25,18
Buick / Opel,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Verona,-1,18
Cadillac,0,0,0,0,0,0,0,7008,38319,29890,26873,21505,13100,10860,1134,115,0,ATS,24,19
Cadillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4888,7254,CT4,-1,19
Cadillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14712,9448,CT5,27,19
Cadillac,0,0,0,0,0,0,0,0,0,0,0,9169,10542,9669,7952,3117,103,CT6,26,19
Cadillac,61512,54846,57029,58774,38817,45656,55042,46979,32343,31115,19485,15911,10344,11220,6966,611,68,CTS,18,19
Cadillac,38661,807,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deville,3,19
Cadillac,23322,58224,51469,30479,17330,18640,11589,465,19,0,0,0,0,0,0,0,0,DTS,22,19
Cadillac,0,0,0,0,0,0,0,0,6,1310,1024,534,17,0,0,0,0,ELR,25,19
Cadillac,51144,62206,60991,39710,25884,26874,15079,12615,12592,19482,21230,23604,37694,36032,35424,24545,40504,Escalade,421,19
Cadillac,0,0,0,0,0,0,8388,8083,7950,10987,14691,15488,0,0,0,0,0,Escalade ESV,431,19
Cadillac,0,0,0,0,0,0,2036,1934,1972,53,2,0,0,0,0,0,0,Escalade EXT,481,19
Cadillac,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seville,14,19
Cadillac,22999,22043,22543,16156,20237,51094,56905,57485,56776,53578,68850,22139,156,0,0,0,0,SRX,20,19
Cadillac,33497,25676,20873,14790,6037,4473,3338,164,7,0,0,0,0,0,0,0,0,STS,21,19
Cadillac,3730,3203,1750,1250,787,188,0,0,0,0,0,0,0,0,0,0,0,XLR,19,19
Cadillac,0,0,0,0,0,0,0,0,0,0,0,0,0,7785,31987,22473,11576,XT4,422,19
Cadillac,0,0,0,0,0,0,0,0,0,0,0,39485,68312,60566,49878,35224,28378,XT5,401,19
Cadillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11560,22610,20663,XT6,423,19
Cadillac,0,0,0,0,0,0,0,15049,32559,24335,23112,22171,16275,17729,11306,1200,0,XTS,23,19
Chevrolet,19215,386,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Astro,-1,20
Chevrolet,63186,57076,55550,35003,16432,20515,20088,23995,16526,92,8,0,0,0,0,0,0,Avalanche,482,20
Chevrolet,68085,58244,67028,55360,38516,48623,28601,67,2,0,0,0,0,0,0,0,0,Aveo,39,20
Chevrolet,4936,114,7,0,0,0,0,0,0,0,0,0,0,27,58116,94598,70323,Blazer,-1,20
Chevrolet,0,0,0,0,0,0,0,0,0,0,0,579,23297,18020,16419,20753,24827,Bolt,40,20
Chevrolet,0,0,0,0,61648,81299,88249,84391,80567,86297,77502,72705,67940,50963,48266,29777,21893,Camaro,9,20
Chevrolet,0,0,0,0,0,0,880,3734,3899,3727,1845,1021,693,0,0,0,0,Caprice PPV,27,20
Chevrolet,0,0,0,0,0,0,7038,36935,47600,35368,55,2,0,0,0,0,0,Captiva Sport,405,20
Chevrolet,18960,355,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cavalier,16,20
Chevrolet,0,0,0,0,0,0,0,0,0,530,10283,7019,8348,0,0,0,0,City Express,445,20
Chevrolet,212667,211449,200620,188045,104724,97376,856,11,0,0,0,0,0,0,0,0,0,Cobalt,22,20
Chevrolet,128359,93876,75716,54346,32413,24642,31026,36840,3412,8003,84430,108725,112996,134842,121703,96236,73008,Colorado,473,20
Chevrolet,32489,36518,33685,26971,13934,12624,13164,14132,17291,34839,33329,29995,25079,18789,17988,21627,33042,Corvette,4,20
Chevrolet,0,0,0,0,0,24495,231732,237758,248224,273060,226602,188876,184751,142618,47975,783,0,Cruze,25,20
Chevrolet,130542,113888,89552,67447,86148,149979,193274,218621,238192,242242,277589,242195,290458,332621,346049,270994,165325,Equinox,404,20
Chevrolet,0,0,0,0,0,0,0,0,79087,79352,63382,68007,69164,66963,77457,55040,44357,Express,-1,20
Chevrolet,41011,101298,105175,96053,70842,75401,37012,21,3,0,0,0,0,0,0,0,0,HHR,23,20
Chevrolet,246481,289868,311128,265840,165565,172078,171434,169351,156797,140280,116825,97006,75877,56557,44978,9943,750,Impala,2,20
Chevrolet,203503,163853,128312,178253,161568,198770,204808,210951,200594,188519,194854,227881,185857,144542,120302,102652,39376,Malibu,37,20
Chevrolet,42358,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malibu Classic,1,20
Chevrolet,33562,34113,15784,711,6,0,0,0,0,0,0,0,0,0,0,0,0,Monte Carlo,36,20
Chevrolet,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S10,401,20
Chevrolet,705980,636069,618257,465065,316544,370135,415130,418312,480414,529755,600544,574876,585864,585582,575569,593057,529765,Silverado,-1,20
Chevrolet,0,0,0,0,0,0,15778,81247,85646,93518,64775,55255,30290,20613,13970,13007,1581,Sonic,28,20
Chevrolet,0,0,0,0,0,0,0,12385,34130,39159,32853,35511,22589,23603,31280,33480,24460,Spark,29,20
Chevrolet,0,0,0,0,0,0,0,0,418,2479,2895,3013,4055,0,0,0,0,SS,21,20
Chevrolet,8107,3803,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSR,38,20
Chevrolet,87011,77211,83673,54058,41055,45152,49427,48116,51260,55009,50866,60082,56516,60633,51928,33644,85159,Suburban,422,20
Chevrolet,152305,161491,146256,91578,73254,75675,80527,68904,83502,97726,88342,103306,98961,104152,101189,88237,106019,Tahoe,-1,20
Chevrolet,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tracker,-1,20
Chevrolet,244150,174797,134626,74878,8829,218,0,0,0,0,0,0,0,0,0,34292,90163,TrailBlazer,403,20
Chevrolet,0,0,0,9456,91074,106744,107131,85606,96467,103943,119945,116701,123506,146264,147122,125546,116251,Traverse,423,20
Chevrolet,0,0,0,0,0,0,0,0,0,739,63030,79016,79289,89917,116817,106299,42590,Trax,406,20
Chevrolet,72980,58699,69885,40456,1758,76,0,0,0,0,0,0,0,0,0,0,0,Uplander,444,20
Chevrolet,7029,196,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Venture,443,20
Chevrolet,0,0,0,0,0,326,7671,23461,23094,18805,15393,24739,20349,18306,4911,68,0,Volt,26,20
Chrysler,0,0,0,0,0,255,87033,125476,122480,117363,167368,57294,18457,1043,48,9,15,200,18,6
Chrysler,144068,143647,120636,62352,38606,37116,36285,70747,57724,53382,53025,53241,51237,46593,29214,16473,16662,300,51,6
Chrysler,0,0,0,22254,5996,30,0,0,0,0,0,0,0,0,0,0,0,Aspen,421,6
Chrysler,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Concorde,41,6
Chrysler,14665,8216,8774,2021,499,0,0,0,0,0,0,0,0,0,0,0,0,Crossfire,55,6
Chrysler,85557,78243,53947,7345,1955,0,0,0,0,0,0,62366,118274,118322,97706,84113,74970,Pacifica,54,6
Chrysler,133740,138650,99585,50910,17941,9440,0,0,0,0,0,0,0,0,0,0,0,PT Cruiser,52,6
Chrysler,90294,69357,93130,71663,27460,38330,2380,0,0,0,0,0,0,0,0,0,0,Sebring,43,6
Chrysler,180759,159105,138151,118563,84558,112275,94320,111744,122288,138040,97530,59071,577,0,0,9690,23355,Town & Country,441,6
Dodge,0,7656,28788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aspen,6,7
Dodge,0,0,83804,61963,38922,50923,64023,96890,93842,51705,1326,45,14,0,0,0,0,Avenger,42,7
Dodge,0,92224,101079,84158,36098,45082,35049,10176,45,0,0,0,0,0,0,0,0,Caliber,25,7
Dodge,226771,211140,176150,123749,90666,103323,110862,141468,124019,134152,101553,127678,125196,151927,122648,38765,3037,Caravan/Grand Caravan,442,7
Dodge,0,0,0,17423,25852,36791,39543,43119,51462,51611,66377,64433,64537,66716,60997,52955,54315,Challenger,28,7
Dodge,44804,114201,119289,97367,60651,75397,70089,82592,98336,94099,96633,95437,88351,80226,96936,77426,78388,Charger,24,7
Dodge,104051,76098,50702,26044,10690,13047,12156,490,0,0,0,0,0,0,0,0,0,Dakota,472,7
Dodge,0,0,0,0,0,0,0,25303,83388,83858,87908,43402,10082,389,16,5,10,Dart,29,7
Dodge,115439,70606,45503,21420,3521,572,51697,42589,60727,64398,64723,68474,68761,65947,67598,57828,65936,Durango,422,7
Dodge,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intrepid,41,7
Dodge,0,0,0,47097,53826,48577,55155,79563,83933,93572,108085,106759,89470,94096,74687,40341,14034,Journey,404,7
Dodge,52487,40095,30256,6912,113,0,0,0,0,0,0,0,0,0,0,0,0,Magnum,21,7
Dodge,113332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Neon,20,7
Dodge,0,16990,74825,36368,17443,22618,24434,3269,0,0,0,0,0,0,0,0,0,Nitro,403,7
Dodge,400543,364177,358295,245840,177268,199652,244762,293363,0,0,0,0,0,0,0,0,0,Ram,443,7
Dodge,99648,51393,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stratus,43,7
Dodge,1652,1455,435,1172,482,392,197,20,591,760,690,630,585,0,0,6,6,Viper,4,7
Fiat,0,0,0,0,0,0,0,0,0,0,0,2475,4478,3515,2646,1711,955,124 Spider,39,36
Fiat,0,0,0,0,0,0,19769,43772,35834,33708,23980,15437,12685,5370,3267,674,51,500,38,36
Fiat,0,0,0,0,0,0,0,0,7402,12413,7585,3118,1664,1413,772,475,188,500L,401,36
Fiat,0,0,0,0,0,0,0,0,0,0,11357,11712,7665,5223,2519,1444,1180,500X,402,36
Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35023,Bronco,401,12
Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,108169,Bronco Sport,-1,12
Ford,0,0,0,0,0,0,0,13309,35210,27595,21768,19834,18390,0,0,0,0,C-Max,27,12
Ford,63939,62976,60901,48557,33255,33722,46725,4429,0,0,0,0,0,0,0,0,0,Crown Victoria,16,12
Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,54348,60599,60544,40659,EcoSport,403,12
Ford,1302,2201,130125,110798,88548,118637,121702,127969,129109,108864,124120,134588,142603,134122,138514,108886,85225,Edge,424,12
Ford,165122,157395,165596,156544,173044,191026,254293,261008,295993,306212,306492,307069,308296,272228,241387,178495,145415,Escape,402,12
Ford,0,0,0,0,0,0,0,0,125356,103263,50788,54245,53304,47936,45063,37001,37122,E-Series,-1,12
Ford,16283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excursion,423,12
Ford,114137,87203,90287,55123,31655,37336,40499,38062,38350,44632,41443,59835,51883,54661,86423,77838,81988,Expedition,422,12
Ford,239788,179229,137817,78439,52190,60687,135704,158344,178311,189339,224309,216294,271131,261571,187061,226215,219871,Explorer,425,12
Ford,0,0,0,0,0,0,0,5863,14086,20655,24942,32213,0,0,0,0,0,Explorer Police Interceptor,-1,12
Ford,0,0,0,0,0,23273,68574,56775,71073,63192,64458,48807,46249,51730,60148,3354,0,Fiesta,32,12
Ford,107932,84218,35146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Five Hundred,21,12
Ford,0,0,0,14457,38717,34227,27428,28224,25953,23822,19570,22668,22389,20308,24485,4849,0,Flex,25,12
Ford,184825,177006,173213,195823,160433,172421,175717,245922,234570,219634,202478,168789,158385,0,0,0,0,Focus,37,12
Ford,77585,50125,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Freestar,443,12
Ford,76739,58602,23765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Freestyle,22,12
Ford,901463,796039,690589,515513,413625,528349,584917,645316,763402,753851,780354,820799,896764,909330,896526,787372,726003,F-Series,481,12
Ford,16983,142502,149552,147569,180671,219219,248067,241263,295280,306860,300170,265840,209623,173600,166045,110665,11781,Fusion,23,12
Ford,1302,1919,231,0,0,0,0,0,0,0,0,0,89,126,698,125,143,GT,38,12
Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13258,Maverick,8,12
Ford,160975,166530,134626,91251,66623,73716,70438,82995,77186,82635,122349,105932,81866,75842,72489,61090,52384,Mustang,3,12
Ford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27140,Mustang Mach E,-1,12
Ford,120958,92420,72711,65872,55600,55364,70832,19366,0,0,0,0,0,0,83571,101485,94755,Ranger,471,12
Ford,196919,174803,33032,52667,45617,68859,63526,66066,69063,52395,39051,34626,41236,40341,13423,0,0,Taurus,17,12
Ford,0,0,0,0,0,0,0,8309,10897,10234,9765,9472,0,0,0,0,0,Taurus Police Interceptor,-1,12
Ford,0,0,18345,23112,6106,12,0,0,0,0,0,0,0,0,0,0,0,Taurus X,-1,12
Ford,9548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunderbird,4,12
Ford,0,0,0,0,0,0,0,0,0,20448,117577,143244,127360,137794,153867,131557,99745,Transit,462,12
Ford,0,0,0,0,0,0,0,0,39703,43210,52221,43232,34473,31923,41597,34596,26112,Transit Connect,444,12
GMC,0,480,72765,66440,53820,68295,79288,78280,89793,83972,96393,88466,111276,88622,99430,72538,59913,Acadia,423,23
GMC,34845,23979,20888,14974,10107,7992,9590,8735,929,3070,30077,37449,32106,33493,32826,25191,24125,Canyon,472,23
GMC,107862,74452,48586,23876,4857,84,0,0,0,0,0,0,0,0,0,0,0,Envoy,-1,23
GMC,3436,56,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Safari,441,23
GMC,0,0,0,0,0,0,0,0,16705,26641,21992,20607,29679,19685,24227,15108,36008,Savana,-1,23
